"","disc_number","duration_ms.x","href","name","popularity","album.release_date","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"4102",1,211676,"https://api.spotify.com/v1/tracks/1pyeIeIBIJ8VAJpF0pNPu0","Drip Like Dis",62,"2019-10-23",0.956,0.668,1,-5.365,1,0.362,0.00975,0,0.113,0.481,127.927
"4103",1,168893,"https://api.spotify.com/v1/tracks/1pyGo7knT3LE2I1FJIrwdX","Stacy",71,"2019-06-21",0.761,0.551,8,-7.14,1,0.037,0.0889,0,0.0971,0.478,104.935
"4104",1,263173,"https://api.spotify.com/v1/tracks/1pYKzfOlpHWtVUiEIu4Vn7","What's My Name?",63,"2010-11-15",0.695,0.782,2,-2.967,1,0.0629,0.223,0,0.0773,0.595,99.992
"4105",1,219390,"https://api.spotify.com/v1/tracks/1pz24zu5H9A0S1a2NKT4F0","SoulMate (feat. IU)",62,"2018-07-30",0.855,0.58,5,-6.951,1,0.141,0.234,0,0.0965,0.518,96.998
"4106",1,237960,"https://api.spotify.com/v1/tracks/1PZ3QsCFec05Ls3PwOqKXZ","Tiene Espinas El Rosal",67,"1997-01-01",0.68,0.423,11,-11.112,0,0.136,0.0343,0,0.0925,0.822,169.184
"4107",1,229549,"https://api.spotify.com/v1/tracks/1pza7oubtx3BOtAzruNGPc","Sonata for Piano and Violin in F, K.377: 1. Allegro",4,"2020-03-15",0.434,0.166,5,-21.445,1,0.0326,0.976,0.643,0.156,0.67,96.011
"4108",1,273880,"https://api.spotify.com/v1/tracks/1pzJboOZaDNwshBnOlNh3a","1+1",57,"2011-06-24",0.303,0.384,6,-7.342,1,0.0339,0.381,5.14e-06,0.0661,0.261,63.345
"4109",1,80123,"https://api.spotify.com/v1/tracks/1pzNF29ONWtaSPHCmqYN00","never fade into nothingness - Pt. 4",0,"2020-03-06",0.186,0.0632,7,-30.187,0,0.0389,0.874,0.872,0.112,0.0357,68.269
"4110",1,350533,"https://api.spotify.com/v1/tracks/1Q0lOGB52skgfzdcq233vs","Nothing Even Matters",61,"1998-08-25",0.539,0.363,10,-13.888,0,0.166,0.701,3.18e-06,0.14,0.549,136.422
"4111",1,202533,"https://api.spotify.com/v1/tracks/1Q0sk7b7PAGjgC3R5zyuWt","Pitseleh",52,"1998-01-01",0.447,0.208,2,-18.663,1,0.0337,0.883,0.153,0.105,0.511,105.669
"4112",1,187013,"https://api.spotify.com/v1/tracks/1Q1b8eVkUPGlpSArl8JAVw","Heart of Gold - 2009 Remaster",70,"1972-02-14",0.541,0.459,4,-10.433,0,0.0297,0.189,0.0274,0.099,0.803,171.165
"4113",1,207586,"https://api.spotify.com/v1/tracks/1Q2fYlSdwuutWj3QplhY9q","Riot",68,"2006-06-25",0.185,0.948,8,-3.892,1,0.147,0.0104,0,0.105,0.316,196.578
"4114",1,259041,"https://api.spotify.com/v1/tracks/1Q2VVCIdCDaxxk6Y1S6qxU","<U+8A8D><U+771F><U+7684><U+96EA>",54,"2006-06-09",0.649,0.372,1,-10.435,1,0.0361,0.164,1.15e-06,0.347,0.438,104.961
"4115",1,116468,"https://api.spotify.com/v1/tracks/1Q35QPuaP4jUXuNSg7MKxM","Questions",45,"2018-05-17",0.65,0.534,9,-9.316,1,0.53,0.644,0,0.153,0.465,115.03
"4116",1,211320,"https://api.spotify.com/v1/tracks/1q3C6brbmRrULTyo2mseKF","FLASH",65,"2019-08-27",0.674,0.91,7,-2.898,0,0.0594,0.029,0,0.342,0.599,132.04
"4117",1,206040,"https://api.spotify.com/v1/tracks/1Q3HtTFGxjmEljAw7Y0CaR","Options",66,"2019-07-26",0.808,0.768,8,-4.899,1,0.099,0.523,1.98e-05,0.101,0.328,141.006
"4118",1,191813,"https://api.spotify.com/v1/tracks/1q3PLQR13a0YCKyN2DhcGL","Volveré De Mi Viaje",6,"2020-03-13",0.556,0.529,5,-7.464,1,0.0284,0.0791,0.000303,0.0986,0.708,123.928
"4119",1,327893,"https://api.spotify.com/v1/tracks/1q3RiD1tIWUpGsNFADMlvl","All Too Well",61,"2012-10-22",0.602,0.609,0,-7.803,1,0.0243,0.0382,2e-04,0.127,0.337,93.06
"4120",1,214386,"https://api.spotify.com/v1/tracks/1Q3t9fWvHUXKsMmpD2XpUu","Cold Cold Cold",68,"2015-12-18",0.549,0.789,5,-6.071,1,0.0313,0.0178,6.68e-05,0.059,0.715,136.125
"4121",1,256640,"https://api.spotify.com/v1/tracks/1Q4jb2UjtWUDUojHsB8mLY","Split (Only U)",64,"2015-09-14",0.634,0.927,1,-3.282,1,0.136,0.048,0.687,0.0864,0.35,128.016
"4122",1,243826,"https://api.spotify.com/v1/tracks/1Q5kgpp4pmyGqPwNBzkSrw","Roadhouse Blues",71,"1970-02-09",0.612,0.634,9,-8.212,1,0.0319,0.337,4.6e-05,0.147,0.904,121.059
"4123",1,177060,"https://api.spotify.com/v1/tracks/1Q6QElbasH8j2GkEswURhn","Lilith (ASOT 954)",39,"2020-03-05",0.603,0.698,10,-10.053,1,0.0451,0.000197,0.903,0.609,0.25,129.922
"4124",1,157152,"https://api.spotify.com/v1/tracks/1Q8ys0130rNeEE162pmsQa","I Love It (feat. Charli XCX)",49,"2012-10-16",0.711,0.906,8,-2.671,1,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
"4125",1,338413,"https://api.spotify.com/v1/tracks/1q9bLSeIlGf2xBvbOkp2Wr","Holy Grail",64,"2013-07-04",0.675,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.08
"4126",1,180934,"https://api.spotify.com/v1/tracks/1q9jq5X5vwmewjOa2mHtQ1","Same Yung Nigga (feat. Playboi Carti)",67,"2019-02-22",0.852,0.568,1,-9.202,0,0.344,0.183,0,0.0993,0.504,81.526
"4127",1,229826,"https://api.spotify.com/v1/tracks/1Qa0Y05al633fG8f9Peytc","Maybe I’m Amazed - Remastered 2011",66,"1970-04-17",0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255
"4128",1,272733,"https://api.spotify.com/v1/tracks/1Qaa4I0iyu1yUxtar6Dj3r","John Deere Green",57,"1990",0.705,0.799,2,-6.094,1,0.0277,0.121,0,0.0664,0.728,130.413
"4129",1,185960,"https://api.spotify.com/v1/tracks/1QaJWSCk3UMKLotnPCIHh1","Brass in Pocket - 2006 Remaster",60,"1980-01-11",0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931
"4130",1,248373,"https://api.spotify.com/v1/tracks/1qAuIPMALdFtGv2Ymjy5l0","MONSTERS",65,"2018-05-04",0.487,0.9,5,-4.54,1,0.0529,0.00204,6.42e-06,0.11,0.377,149.959
"4131",1,157346,"https://api.spotify.com/v1/tracks/1QBmYURvVM6Ai7y7yo9Dvx","Cuando Quieras",66,"2020-03-08",0.627,0.511,10,-9.281,0,0.49,0.245,0,0.0875,0.596,96.994
"4132",1,307640,"https://api.spotify.com/v1/tracks/1QBwk6GTCxVdC2hoSw9tlM","Lord Knows",57,"2011-11-15",0.417,0.887,5,-5.551,0,0.367,0.0786,0,0.834,0.303,167.579
"4133",1,167080,"https://api.spotify.com/v1/tracks/1qbXrxctv75pm1lWCn6Zw3","Walking (feat. Swae Lee & Major Lazer)",67,"2019-10-11",0.701,0.663,6,-7.227,1,0.202,0.0123,1.04e-05,0.131,0.334,100.001
"4134",1,176506,"https://api.spotify.com/v1/tracks/1qC6px1TOZgQFoTSOFUaBr","Tonight",65,"2019-10-04",0.715,0.534,1,-6.536,1,0.0428,0.169,6.18e-06,0.0931,0.215,105.97
"4135",1,221466,"https://api.spotify.com/v1/tracks/1qCmZnC1FUpNgOydIzqIPC","Bad Child",65,"2020-03-11",0.756,0.554,6,-4.24,0,0.0342,0.402,0,0.158,0.596,117.992
"4136",1,223140,"https://api.spotify.com/v1/tracks/1QCVN7PEJ0dMiIDOG6ZJUf","Tokyo (feat. XIRA)",61,"2019-12-06",0.53,0.996,5,-4.415,1,0.0661,0.00016,0.0534,0.356,0.0435,121.014
"4137",1,195761,"https://api.spotify.com/v1/tracks/1QCWxlNQcpv6LO3gjd11AR","Money Sprung (feat. Don Q)",45,"2017-09-29",0.827,0.556,1,-6.237,1,0.319,0.373,4.23e-06,0.0719,0.34,130.097
"4138",1,277840,"https://api.spotify.com/v1/tracks/1Qdnvn4XlmZANCVy3XjrQo","Show Me How to Live",69,"2002-11-17",0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4
"4139",1,264373,"https://api.spotify.com/v1/tracks/1qDTsxSnBxNwh6CdPWvkaz","One For My Baby (And One More For The Road) - Remastered",52,"2015-04-21",0.349,0.0348,4,-19.026,1,0.0389,0.988,0.00172,0.105,0.193,174.567
"4140",1,285133,"https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF","More Than a Feeling",77,"1976",0.377,0.682,7,-8.039,1,0.0299,0.000894,0.00217,0.0504,0.288,108.736
"4141",1,213986,"https://api.spotify.com/v1/tracks/1qFMIjTe9esCDiytqUY19t","i can't breathe",64,"2018-02-23",0.347,0.209,11,-11.152,1,0.0273,0.893,0.00287,0.138,0.0735,82.882
"4142",1,167373,"https://api.spotify.com/v1/tracks/1qfoq1qvZT7VwDVeekCJ97","De Los Besos Que Te Di",74,"2019-05-10",0.504,0.503,7,-3.313,1,0.0422,0.388,0,0.0608,0.709,195.593
"4143",2,614080,"https://api.spotify.com/v1/tracks/1qfSvy4mF9y9YgvJAf0Kkm","Partita No. 4 in D Major, BWV 828: II. Allemande",0,"2020-03-13",0.267,0.285,1,-17.156,1,0.0362,0.882,0.608,0.143,0.472,96.729
"4144",1,133530,"https://api.spotify.com/v1/tracks/1qge6WjUL6pvi3NRvgQoIV","4ever",41,"2020-03-06",0.496,0.811,10,-5.922,0,0.131,0.247,0,0.205,0.518,129.945
"4145",1,247347,"https://api.spotify.com/v1/tracks/1QgTBfRN5m81a5K01qens6","444+222",64,"2017-08-25",0.791,0.513,10,-6.568,0,0.269,0.0235,2.83e-05,0.101,0.481,76.997
"4146",1,236600,"https://api.spotify.com/v1/tracks/1qhcO9Akt1mP0Y54OSTX9w","Jenny",58,"2014-06-23",0.525,0.914,11,-7.967,0,0.164,0.00107,1.51e-05,0.545,0.199,105.955
"4147",1,209320,"https://api.spotify.com/v1/tracks/1qHRFZE8qykNXYZadzmi1m","Give It Away",60,"2006-01-01",0.674,0.646,5,-5.876,1,0.027,0.486,8.37e-05,0.262,0.613,148.1
"4148",1,185106,"https://api.spotify.com/v1/tracks/1qiQduM84A0VeH8Y2uAbqi","That's The Way (I Like It) - 2004 Remastered Version",58,"1975",0.68,0.877,5,-10.241,0,0.0353,0.191,0.000656,0.349,0.922,108.674
"4149",1,190000,"https://api.spotify.com/v1/tracks/1qjktDcnb02OCdkbHMxXEp","Above The Clouds",63,"2019-04-12",0.185,0.161,0,-15.935,1,0.0357,0.94,0.901,0.0913,0.0666,110.063
"4150",1,220173,"https://api.spotify.com/v1/tracks/1qjl8UJtWTHrk4SFpwftSN","Tomorrow",63,"2011-07-11",0.441,0.644,11,-5.774,1,0.0363,0.56,0,0.109,0.349,141.733
"4151",1,185293,"https://api.spotify.com/v1/tracks/1qjrYozGqc7upUgfN776lZ","Sara Smile",64,"1975",0.592,0.397,2,-10.81,0,0.0676,0.354,0.000894,0.119,0.205,150.038
"4152",1,104960,"https://api.spotify.com/v1/tracks/1QKDXegQxJBzSs8ZBNtGbT","A GHETTO CHRISTMAS CAROL",64,"2017-12-19",0.817,0.697,1,-5.897,1,0.211,0.074,0.00716,0.101,0.334,147.965
"4153",2,245453,"https://api.spotify.com/v1/tracks/1qkfoo38vQpfoJerKyANZC","Partita No. 4 in D Major, BWV 828: VII. Gigue",0,"2020-03-13",0.339,0.693,1,-12.758,1,0.0358,0.943,0.937,0.0521,0.961,112.165
"4154",1,142960,"https://api.spotify.com/v1/tracks/1Qkjv8kHlYsPrjDiilSmKx","1997",60,"2020-01-31",0.865,0.735,6,-5.182,0,0.224,0.0351,0,0.0606,0.478,128.014
"4155",1,207240,"https://api.spotify.com/v1/tracks/1ql9UO3B5T3qP3NOAg0rr0","Old Friends x New Foes",45,"2018-03-02",0.475,0.513,8,-11.05,0,0.855,0.369,0,0.162,0.261,77.274
"4156",1,233039,"https://api.spotify.com/v1/tracks/1qmJbXpVLydNcN6VTR40GU","Zoot Suit Riot",47,"1997-03-18",0.568,0.706,8,-8.679,0,0.0837,0.175,0,0.157,0.896,184.126
"4157",1,268631,"https://api.spotify.com/v1/tracks/1QMpWmdDksbUNTdZlWo1wH","Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",0,"2020-03-14",0.471,0.00791,11,-33.056,1,0.0534,0.996,0.945,0.0737,0.156,88.226
"4158",1,255640,"https://api.spotify.com/v1/tracks/1QnLxH3kmmE92shSBjwKll","Rockstar",0,"2020-03-13",0.617,0.912,0,-3.339,1,0.0371,0.0453,0,0.308,0.687,144.05
"4159",1,217906,"https://api.spotify.com/v1/tracks/1QNoKVgA758HFLu3TW2q7R","Kill Em With Kindness",61,"2015-10-09",0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012
"4160",1,138750,"https://api.spotify.com/v1/tracks/1qnQqvSMiErQ7WWt1nYm7R","Heimweh",63,"2019-10-25",0.352,0.0517,10,-22.434,0,0.0462,0.993,0.955,0.102,0.249,94.173
"4161",1,177520,"https://api.spotify.com/v1/tracks/1QOihVngek1vOkUwx7Mns1","La Luz",1,"2020-03-13",0.62,0.976,1,-3.838,0,0.0483,0.106,0,0.107,0.934,158.066
"4162",1,275395,"https://api.spotify.com/v1/tracks/1qOU8KzFifXE9YrgjVwYvc","Here I Go Again - 2018 Remaster",65,"1987-04-07",0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939
"4163",1,349346,"https://api.spotify.com/v1/tracks/1qpiv0AIdWnPHiNnMP6YZu","No Place - Live from Joshua Tree",43,"2020-03-06",0.606,0.849,4,-7.089,0,0.0484,0.00212,0.109,0.0933,0.0398,120.008
"4164",1,249639,"https://api.spotify.com/v1/tracks/1qPK58q90l8KNoWyXsLI2Y","F Cancer (Boosie) (feat. Quavo)",49,"2016-02-05",0.802,0.718,10,-6.921,0,0.0992,0.0229,0,0.338,0.658,160.031
"4165",1,192511,"https://api.spotify.com/v1/tracks/1QqJP4E1i6EaocGqa9jxIn","Friend Zone",54,"2017-02-24",0.589,0.829,1,-4.961,1,0.0353,0.265,0.00367,0.114,0.242,107.003
"4166",1,185694,"https://api.spotify.com/v1/tracks/1qQSRy9DjrGh3jtsSCU6B1","Never Tear Us Apart",59,"1987",0.665,0.686,0,-5.849,1,0.0268,0.0518,0.000176,0.174,0.275,96.848
"4167",1,153693,"https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA","For What It's Worth",72,"1966-12-05",0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883
"4168",1,193600,"https://api.spotify.com/v1/tracks/1qRabaD5y56JZzQSm4qB0n","Peanut Butter Waffles",60,"2019-08-23",0.688,0.592,1,-8.759,1,0.0347,0.352,3.31e-06,0.11,0.394,149.998
"4169",1,157504,"https://api.spotify.com/v1/tracks/1QRJb5VY3sIkCKcTuIKCrk","Rubbin off the Paint",59,"2018-01-26",0.596,0.699,1,-8.709,1,0.348,0.00582,0,0.174,0.435,108.031
"4170",1,200905,"https://api.spotify.com/v1/tracks/1qRXDkesrVlahQnxx3gbO5","xanny (triple j Like A Version)",34,"2019-07-26",0.358,0.399,9,-9.342,1,0.04,0.00324,0.0372,0.169,0.227,122.082
"4171",1,188773,"https://api.spotify.com/v1/tracks/1qsHYUd2c1wFGcn7e63QmG","Yikes",67,"2018-06-01",0.683,0.776,1,-3.251,0,0.341,0.15,0,0.227,0.223,173.996
"4172",1,167026,"https://api.spotify.com/v1/tracks/1QSMyV4BAvNRwIpRzS8zWn","Now I'm Up To My Neck With Offers",61,"2017-09-11",0.792,0.862,6,-6.424,0,0.428,0.0569,9.72e-06,0.181,0.345,137.887
"4173",1,310398,"https://api.spotify.com/v1/tracks/1QstbjmlSF0xMxGIdvhiGh","Play Wit Yo' Bitch",57,"2017-02-03",0.784,0.457,1,-7.615,1,0.314,0.00476,0,0.25,0.281,75.961
"4174",1,186339,"https://api.spotify.com/v1/tracks/1qSvHT5TtWggAuGVWEFKo8","SPLIT DECISION",68,"2020-02-28",0.38,0.274,1,-13.106,0,0.169,0.854,0.000685,0.105,0.27,178.027
"4175",1,230501,"https://api.spotify.com/v1/tracks/1QtpKRXtJZSdJp3Y299zkQ","Recess",65,"2019-09-06",0.576,0.412,11,-8.184,1,0.0368,0.659,0,0.15,0.399,188.821
"4176",1,153706,"https://api.spotify.com/v1/tracks/1qUdAB72nSWPZwDqH9KMYD","BULLETPROOF (feat. Jay 305)",54,"2018-08-03",0.776,0.515,10,-7.415,0,0.411,0.137,0,0.321,0.448,162.488
"4177",1,210881,"https://api.spotify.com/v1/tracks/1quLmhX77qnJ77kgJZGQoh","Coccy (feat. Stunna 4 Vegas)",36,"2020-03-06",0.835,0.819,1,-5.312,1,0.24,0.03,0,0.296,0.358,122.973
"4178",1,201133,"https://api.spotify.com/v1/tracks/1qV6e4ITnfGmA6m6Vklvbi","Our House",57,"1983-01",0.601,0.649,7,-10.57,1,0.0554,0.0285,7.71e-05,0.127,0.708,121.66
"4179",1,161800,"https://api.spotify.com/v1/tracks/1qvY1z3Wm3sAYeHfPTnrbI","La Muralla Verde",71,"1986",0.724,0.856,8,-6.119,0,0.0283,0.0653,1.85e-06,0.354,0.891,129.794
"4180",1,170226,"https://api.spotify.com/v1/tracks/1qwMkkRiD5jqLeUUjfgblh","Lock It Up (feat. Anderson .Paak)",77,"2020-01-17",0.848,0.745,6,-3.052,0,0.221,0.0949,0,0.0796,0.516,137.024
"4181",1,268933,"https://api.spotify.com/v1/tracks/1QWmKmqhv5zcsS3v45FNl0","Cold",62,"2016-12-09",0.67,0.572,4,-7.312,0,0.0415,0.647,4.72e-06,0.104,0.259,132.98
"4182",1,205000,"https://api.spotify.com/v1/tracks/1qwnPVOIJjAFfCc40Etb1D","Homegrown",67,"2015-04-28",0.712,0.801,6,-3.742,1,0.029,0.0249,0.000125,0.134,0.956,105.007
"4183",1,241560,"https://api.spotify.com/v1/tracks/1qylvO4iCIZZcqc4TqSjTZ","Zombie - Acoustic Version",63,"2017-04-28",0.469,0.427,4,-7.954,0,0.0241,0.00414,3.77e-05,0.128,0.0821,84.053
"4184",1,241452,"https://api.spotify.com/v1/tracks/1qYM274Q2i3Ssu4zSdzRu9","Jump Up, Super Star!",55,"2017-07-30",0.619,0.858,8,-2.312,1,0.223,0.029,0,0.164,0.588,104.753
"4185",1,215106,"https://api.spotify.com/v1/tracks/1QyxXnQXlGqG28syVg3LyP","Finally Feel Good",68,"2019-09-27",0.577,0.661,11,-4.962,1,0.134,0.518,0,0.076,0.737,79.009
"4186",1,235253,"https://api.spotify.com/v1/tracks/1QZrQnjIMS9yVFVYRoqnaX","Los Lujos Del R.",55,"2019-02-22",0.645,0.798,5,-5.505,1,0.213,0.361,0,0.179,0.878,169.845
"4187",1,218253,"https://api.spotify.com/v1/tracks/1qZuf7zgRHKgfSijGm2CTy","Femmebot (feat. Dorian Electra and Mykki Blanco)",46,"2017-12-15",0.742,0.656,11,-6.409,0,0.0744,0.0984,0,0.114,0.874,129.946
"4188",1,144047,"https://api.spotify.com/v1/tracks/1QZXH3g6qKrnAgC6jYhLBB","Ain't Equal",42,"2020-03-05",0.846,0.849,8,-4.508,1,0.19,0.0622,5.49e-05,0.118,0.363,100.038
"4189",1,236413,"https://api.spotify.com/v1/tracks/1R0a2iXumgCiFb7HEZ7gUE","Don’t Blame Me",66,"2017-11-10",0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917
"4190",1,205400,"https://api.spotify.com/v1/tracks/1r1fPuhj9H4VdXr7OK6FL5","CASTLE OF GLASS",70,"2012-06-20",0.615,0.911,1,-3.584,0,0.0278,0.0686,0.00188,0.0908,0.685,108
"4191",1,195520,"https://api.spotify.com/v1/tracks/1R1wQkLdV9YqZkw34gkFla","Requiem in D minor, K.626: Lacrimosa",7,"2020-03-15",0.0872,0.169,2,-16.298,0,0.0391,0.987,0.612,0.0742,0.0389,79.185
"4192",1,158533,"https://api.spotify.com/v1/tracks/1R1yJO9oVNcq1ae8AZH0kT","Quicksand",49,"2011-06-21",0.349,0.995,5,-2.622,1,0.143,0.000989,0,0.0955,0.223,189.936
"4193",1,200840,"https://api.spotify.com/v1/tracks/1r28ZDlVxz24Rmy8Sq9REY","No Me Queda Más",59,"1994",0.472,0.322,2,-14.403,1,0.0394,0.744,0,0.0899,0.654,93.742
"4194",1,245893,"https://api.spotify.com/v1/tracks/1R6VwZ8TuHRzxZUxe88n4I","Rule The World (feat. Ariana Grande)",62,"2019-03-01",0.592,0.584,8,-6.232,0,0.0893,0.158,2.63e-06,0.132,0.447,88.073
"4195",1,251274,"https://api.spotify.com/v1/tracks/1r80wrX4heL4wrllGZ0ogG","Hey Girl",49,"2016-06-03",0.585,0.828,4,-3.646,1,0.032,0.00172,0,0.097,0.753,109.01
"4196",1,291317,"https://api.spotify.com/v1/tracks/1R8kvV2AgNPCA2Pp4Im1Ao","Baby Hotline",63,"2019-03-21",0.74,0.357,0,-9.921,1,0.0352,0.377,0.047,0.328,0.453,119.973
"4197",1,183440,"https://api.spotify.com/v1/tracks/1R8mGWmw0o53BRBt0DSvfZ","nor earth, nor boundless sea - Pt. 1",1,"2020-03-06",0.193,0.0953,2,-28.479,0,0.052,0.645,0.9,0.0994,0.0789,82.471
"4198",1,204621,"https://api.spotify.com/v1/tracks/1r8oPEXqnhUVgkUkJNqEuF","Love Will Tear Us Apart - 2010 Remaster",63,"2010",0.525,0.902,2,-8.662,1,0.0368,0.000989,0.691,0.137,0.907,146.83
"4199",1,195590,"https://api.spotify.com/v1/tracks/1RagpNpkD3KcjXMLGMe99V","Fr Fr (feat. Lil Skies)",67,"2018-07-13",0.916,0.493,1,-7.371,0,0.162,0.12,2.63e-06,0.211,0.327,140.057
"4200",1,190146,"https://api.spotify.com/v1/tracks/1RATRzrRf7DBCFbkYIlGTe","XIX",48,"2014-10-15",0.259,0.58,4,-8.203,1,0.0564,0.457,0.000419,0.963,0.0334,130.466
"4201",1,122705,"https://api.spotify.com/v1/tracks/1rAv3gMViglWehdm1baqcF","Intermezzo",67,"2019-03-08",0.625,0.00844,0,-23.823,0,0.0801,0.996,0.959,0.108,0.571,131.543
"4202",1,254306,"https://api.spotify.com/v1/tracks/1raWfcURBd1Q3W3K0ojDCM","Now We Are Free - From ""Gladiator"" Soundtrack",58,"2000",0.286,0.217,9,-18.805,1,0.0336,0.602,0.099,0.104,0.0389,138.225
"4203",1,327666,"https://api.spotify.com/v1/tracks/1rAzW6aco1ZtxLRx4XOagB","Only God Knows Why",60,"1998-08-05",0.628,0.749,4,-5.18,1,0.03,0.0569,0.00204,0.134,0.31,129.2
"4204",1,153600,"https://api.spotify.com/v1/tracks/1RBN6qUB7t7Nhbbz76IMCs","Glow",49,"2019-01-30",0.375,0.128,5,-24.428,0,0.0428,0.769,0.804,0.139,0.0399,108.473
"4205",1,183400,"https://api.spotify.com/v1/tracks/1RC5Mb0VhnlhnMlFDnrvE0","I'm A Believer - Radio Edit",60,"2001-01-01",0.559,0.972,6,-3.524,1,0.0639,0.0198,6.47e-06,0.393,0.919,82.336
"4206",1,185393,"https://api.spotify.com/v1/tracks/1RcA6iOi510XKkKMK13zsf","Best of You (with Elle King)",66,"2020-02-07",0.653,0.623,9,-5.989,1,0.0938,0.0515,0,0.0869,0.48,175.884
"4207",1,297600,"https://api.spotify.com/v1/tracks/1RCtHLyq1xIbgGMrYRrKJ2","Under the Milky Way",59,"1988-02-16",0.578,0.583,9,-13.416,0,0.0269,0.0548,0.199,0.125,0.519,135.986
"4208",1,234177,"https://api.spotify.com/v1/tracks/1rdyEsdv6qJ7VNz96BdeIS","Leaving Love Behind",55,"2019-09-20",0.47,0.258,6,-6.994,1,0.0346,0.889,0,0.0887,0.358,85.773
"4209",1,248253,"https://api.spotify.com/v1/tracks/1rERmGg7Aywj0Wbv9uVDvV","Love Me Now",60,"2020-03-06",0.547,0.778,6,-4.733,0,0.138,0.151,0,0.0515,0.386,126.185
"4210",1,221773,"https://api.spotify.com/v1/tracks/1REX2q4Fverp8zH7KuSeZC","If I Die Young (Glee Cast Version)",59,"2013-10-15",0.717,0.382,4,-7.782,1,0.036,0.83,0,0.0986,0.358,130.843
"4211",1,132906,"https://api.spotify.com/v1/tracks/1rfC9MMp6r5qjaC34snaLf","Stuck Together (feat. Lil Baby)",22,"2020-03-13",0.915,0.488,7,-9.239,1,0.423,0.324,0,0.106,0.637,130.032
"4212",1,326826,"https://api.spotify.com/v1/tracks/1rFEXTLdRkDnXmMCkXKRVV","Me Olvidé De Vivir",1,"2020-03-13",0.53,0.32,0,-10.161,1,0.036,0.63,0,0.106,0.328,124.284
"4213",1,173330,"https://api.spotify.com/v1/tracks/1rfNR4mPFYtLKtoZqEo7Am","Now You're Gone (feat. Zara Larsson) - Radio Edit",62,"2019-05-31",0.739,0.68,4,-7.774,0,0.273,0.615,2.76e-06,0.164,0.329,102.163
"4214",1,217306,"https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W","Havana (feat. Young Thug)",82,"2018-01-12",0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988
"4215",1,95135,"https://api.spotify.com/v1/tracks/1rfSj8uWQy2RNrvzBZdpDu","Lamar Avenue",45,"2017-09-08",0.932,0.851,7,-6.14,1,0.158,0.0013,0.0015,0.092,0.518,111.021
"4216",1,191266,"https://api.spotify.com/v1/tracks/1RG1Pz45nlYNHka7JioyOT","Uncontrollable Urge",54,"1978",0.571,0.858,2,-7.066,1,0.0326,0.0551,0.665,0.0943,0.716,92.523
"4217",2,376546,"https://api.spotify.com/v1/tracks/1rgaD98fSsacHDT1pVd7Iu","String Quartet No. 14, Op. 131: VII. Allegro",5,"2020-03-13",0.342,0.193,6,-15.776,0,0.0419,0.955,0.906,0.147,0.235,133.229
"4218",1,170852,"https://api.spotify.com/v1/tracks/1RGasjWLZ4qMN7wbtkLa3u","my boy",78,"2017-12-22",0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936
"4219",1,206946,"https://api.spotify.com/v1/tracks/1rGLPyb4LMojT4wpxiZTp8","Sunny and 75",56,"2013-10-08",0.531,0.893,0,-4.422,1,0.055,0.184,1.01e-06,0.101,0.323,120.045
"4220",1,361666,"https://api.spotify.com/v1/tracks/1RiFvTfMWMScZRvWLNcQsg","Sonata For Violin And Piano No.5 In F, Op.24 - ""Spring"": 2. Adagio molto espressivo",0,"2020-03-13",0.161,0.00765,10,-30.842,1,0.0408,0.983,0.0876,0.0767,0.0756,77.342
"4221",1,201122,"https://api.spotify.com/v1/tracks/1rIKgCH4H52lrvDcz50hS8","Lush Life",75,"2017-03-17",0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022
"4222",1,388453,"https://api.spotify.com/v1/tracks/1RIsAtnYOlo8zGMycNFioq","Dazed and Confused - 2007 Remaster",50,"2007",0.262,0.539,2,-10.264,1,0.0451,0.0919,0.00803,0.0889,0.436,87.197
"4223",1,299106,"https://api.spotify.com/v1/tracks/1rIxojLZ5lVy0dZvqudOC3","Romance Cantabile for Piano, Flute and Basson accompanied by Two Oboes and Strings in E Minor, Hess 13",1,"2020-03-13",0.278,0.0573,4,-26.648,0,0.0425,0.989,0.941,0.135,0.213,138.186
